tweet,class,words,polarity,emotion
 ya no hay motivacion para nada,Depressed,6,neutral,others
 tal vez algún día encuentre el coraje para hacerlo,Depressed,9,neutral,others
 la ansiedad de año nuevo sigue aquí,Depressed,7,neutral,others
 no puedes entender si nunca tienes que experimentarlo antes,Depressed,9,neutral,others
 me siento tan solo como siempre,Depressed,6,negative,sadness
 siempre hay nadie cuando necesito a alguien,Depressed,7,neutral,others
 en ese punto donde no se puede dar una mierda,Depressed,10,negative,others
 solo quiero que no me importe y seguir adelante,Depressed,9,positive,joy
 cuando estás tan cansado pero no puedes dormir,Depressed,8,negative,others
 estrella en el techo y me pregunto cómo puedo terminar con todo,Depressed,12,neutral,others
 a veces duele tanto que no puedes respirar,Depressed,8,negative,sadness
 cada vez que veo un reflejo de mi me siento mas y mas feo,Depressed,14,negative,sadness
 espejo espejo en la pared quien sea el mas feo de todos yo,Depressed,13,negative,others
 aislar esto no es nuevo para mí,Depressed,7,neutral,others
 cuando duele tanto todo lo que puedes hacer es acostarte y mirar al techo,Depressed,14,neutral,others
 solo porque no se muestre no significa que no duela,Depressed,10,neutral,others
 estará bien mantente fuerte incluso si sientes que todo se desmorona,Depressed,11,neutral,others
 2020 ha sido realmente terrible hasta ahora,Depressed,7,negative,sadness
 dibujo y dibujo y dibujo para distraerme del dolor que siento,Depressed,11,neutral,sadness
 nunca entenderás el dolor que sentí,Depressed,6,negative,sadness
 solo quiero irme pero estoy demasiado roto para ir a cualquier parte,Depressed,12,negative,others
 prometen no irse pero se van,Depressed,6,negative,others
" Nada de lo que hago es lo suficientemente bueno, eh, incluso para ti.",Depressed,13,neutral,others
 lo siento por ser una carga,Depressed,6,negative,sadness
 No puedo detener los pensamientos suicidas y un día se harán cargo.,Depressed,12,neutral,others
" Si pudiera decirlo, lo haría, pero la palabra parece no poder salir.",Depressed,12,neutral,others
 pensando demasiado más pensando demasiado aún más pensando demasiado sin dormir,Depressed,11,negative,others
 cada vez que confío en alguien siempre rompen esa confianza,Depressed,10,negative,others
" Estarás mejor sin mí. Pensar en ello será doloroso, pero será la verdad.",Depressed,13,neutral,others
 cruzar caminos y esperar que algún auto me atropelle,Depressed,9,neutral,others
" Aparentemente, mi presencia no es necesaria, quiero decir que seré invisible para ti de todos modos.",Depressed,16,neutral,others
Las altas expectativas solo conducen a mayores decepciones.,Depressed,8,negative,fear
 este mundo seria mejor sin mi,Depressed,6,neutral,others
 invisible que sea lo que yo sea para todos,Depressed,9,neutral,others
 demasiado cansado para incluso respirar más,Depressed,6,negative,others
" Simplemente no quiero quedarme aquí nunca más, nadie se daría cuenta si me voy.",Depressed,14,neutral,others
 solo quiero echarme a llorar pero puedo contenerme y fingir una sonrisa,Depressed,12,negative,sadness
"solo quiero desaparecer y nunca volver, no es como si alguien me necesitara de todos modos",Depressed,16,neutral,others
" Sí, me odio a mí mismo y no necesito que me lo recuerdes.",Depressed,13,negative,others
 3 am pensamientos vas a ir a matarme un día,Depressed,10,negative,others
 mi cerebro simplemente no puede callarse,Depressed,6,neutral,others
 me siento tan solo estoy solo,Depressed,6,negative,sadness
 simplemente te alejaré y eventualmente te irás,Depressed,7,neutral,others
 la gente solo llora cuando te vas y te da por sentado cuando no te vas,Depressed,16,negative,others
 solo dirás que te sientes mal,Depressed,6,negative,sadness
" cuanto más sepa que te lastimé, más te alejaré",Depressed,9,negative,sadness
 acuéstate estrella en el techo durante horas,Depressed,7,neutral,others
 entiendo por qué no me quieres yo tampoco me querría,Depressed,10,negative,others
 Estoy tan cansado de esta mierda,Depressed,6,negative,anger
 a veces simplemente dejarás que la lágrima fluya mientras miras el techo vacío,Depressed,13,negative,others
 Pensamientos tóxicos a las 3 am,Depressed,6,neutral,others
 no me necesitas no me mientas,Depressed,6,negative,others
Realmente deseo que te importe lo suficiente como para darte cuenta de que no estoy bien,Depressed,16,negative,others
 cerebro solo deja de pensar corazón por favor deja de sentir,Depressed,11,neutral,others
 por favor sácalo de mi cabeza,Depressed,6,negative,others
 nunca seré mejor nunca seré mejor,Depressed,6,neutral,joy
 la voz son tan fuertes que no puedo dormir,Depressed,9,neutral,others
" Empujo a todos lejos, es lo que hago, no puedo evitarlo, simplemente me odio.",Depressed,14,negative,anger
 desperdicio de espacio quiero dejar de existir,Depressed,7,negative,others
 todos te dejan morir hasta que te necesiten para su beneficio,Depressed,11,negative,sadness
 todo se vaya a la mierda,Depressed,6,negative,others
 duermo mucho para escapar de los pensamientos dolorosos,Depressed,8,negative,sadness
" Literalmente, nadie estará allí para mí.",Depressed,6,negative,others
 palabra no significa una mierda para mí ya no,Depressed,9,negative,others
 si te molestaras hubieras visto mi dolor,Depressed,7,neutral,others
 Lo intento tanto hasta que un día dejo de intentarlo.,Depressed,10,neutral,others
 merezco este dolor será mi culpa siempre será siempre será,Depressed,10,negative,sadness
 tengo una sonrisa maestra a través del dolor,Depressed,8,neutral,sadness
" Sí, no es importante para nadie, solo cuando me necesitan, me convierto en su primera opción.",Depressed,16,neutral,others
 no puedo dormir estoy tan cansada pero simplemente no puedo,Depressed,10,negative,others
" una vez que me lastimaste, nunca lo olvidaré",Depressed,8,negative,sadness
 ni siquiera puedo salir de la casa sin entrar en pánico debido a la ansiedad,Depressed,15,negative,others
 mejor me alejo no quiero ser una carga para nadie,Depressed,10,negative,others
 Alejo a todos porque sé que no me necesitan.,Depressed,9,neutral,others
 la voz en mi cabeza se hace más fuerte,Depressed,9,negative,others
" por favor, deja de fingir que me importa, estoy harto de tu acto",Depressed,13,neutral,others
"sí, estaré aquí solo en la oscuridad ahogándome",Depressed,8,negative,others
 no pertenezco aquí no debería existir,Depressed,6,neutral,others
 Solo soy un juguete que la gente usa y tira cuando se aburre conmigo,Depressed,14,negative,others
 nadie estará ahí para mí cuando yo esté ahí para ellos,Depressed,11,neutral,others
 ¿Por qué alguien me amaría de todos modos?,Depressed,8,neutral,others
 seré la menor de tus prioridades sé que no valgo nada,Depressed,11,neutral,others
la ansiedad me deja sin aliento jajaja,Depressed,7,negative,others
" Estoy cansado de ser ignorado, pero no puedo evitarlo. No valgo nada.",Depressed,12,negative,others
 te ignoran pero cuestionan cuando callas,Depressed,6,negative,others
 nadie estará allí para mí pero esperan que yo esté allí para ellos,Depressed,13,neutral,others
 todo el mundo se canse de mi asi sera yo,Depressed,10,neutral,others
 estrella en el espacio parecen más interesados que escuchar en clase,Depressed,11,negative,others
gritar por dentro sonreír por fuera,Depressed,6,positive,joy
 nunca entenderás la sensación de vacío dentro de mí,Depressed,9,negative,sadness
 que quede claro que no pertenezco aquí solo soy una molestia,Depressed,11,neutral,others
 mírate en el espejo y no hay nada que me guste ver,Depressed,12,neutral,others
 Tiendo a empujar a todos fuera de mi vida.,Depressed,9,neutral,others
 me siento tan solo en una ciudad llena de gente,Depressed,10,negative,sadness
esa sensación de vacío en mí se queda,Depressed,8,negative,sadness
 ya no siento la necesidad de abrirme a nadie,Depressed,9,negative,others
 Incluso las lágrimas no pueden caer ahora No siento nada No siento nada Soy un inútil,Depressed,16,negative,sadness
 Mi muro sigue creciendo más y más bloqueando a todos,Depressed,10,negative,others
 Estoy tan cansado de cada cosa,Depressed,6,negative,others
 esa sensación de vacío de la que no puedo deshacerme,Depressed,10,neutral,sadness
estoy en ese punto donde no necesito a nadie o mas bien nadie me necesita,Depressed,15,neutral,others
 yo no pertenezco aqui nadie esta en desacuerdo,Depressed,8,neutral,others
 Todos estarán demasiado ocupados para mí. Supongo que no valgo la pena.,Depressed,12,negative,others
" el fuego se hermoso desde lejos, sin embargo, como yo, acércate y te lastimarás",Depressed,14,negative,sadness
 nadie se daría cuenta si desaparezco,Depressed,6,neutral,others
" no te preocupes, solo me cansaré",Depressed,6,neutral,others
 todos te dejan en paz y se preguntan por qué los alejas realmente,Depressed,13,neutral,sadness
 No seré perezoso. Seré demasiado cicatrizado para siquiera respirar.,Depressed,9,negative,sadness
 alguna vez te sentiste tan solo que también podrías morir,Depressed,10,negative,sadness
 la escuela comienza y mi ansiedad está en su punto máximo,Depressed,11,negative,others
 feliz año nuevo otro año hemos sobrevivido,Depressed,7,positive,joy
" todos estén demasiado ocupados para mí, supongo que no seré tan importante como siempre",Depressed,14,negative,others
 nadie me quiere aqui no pertenezco no valgo nada,Depressed,9,neutral,others
 una cuchilla al día mantiene los pensamientos alejados,Depressed,8,negative,others
 es tan fuerte en mi cabeza,Depressed,6,negative,others
" Me dolió tanto, pero todo lo que puedo hacer es acostarme allí y no hacer nada.",Depressed,16,negative,others
" A veces ya ni siquiera sé qué sentir, solo está en blanco.",Depressed,12,negative,others
" Dormir es mi único escape, pero ¿cómo duermo cuando los pensamientos me mantienen despierto?",Depressed,14,neutral,others
 cuando estoy solo en una habitación tan silenciosa los demonios dentro de mi salen a jugar,Depressed,16,neutral,others
 la gente cambia no esperes que sea la misma persona que conoces años antes,Depressed,14,negative,others
Me siento tan muerto por fuera y por dentro,Depressed,9,negative,sadness
 no seré importante para nadie no seré nada,Depressed,8,neutral,others
 querido diario ya no quiero vivir,Depressed,6,neutral,others
 me importa demasiado antes ahora no,Depressed,6,negative,others
" todos hagan lo mismo, solo que todos hablen sin acción hasta que algo suceda",Depressed,14,neutral,others
 la música siempre ha estado ahí para mí cuando nadie lo ha hecho,Depressed,13,neutral,others
 harto de todo y de todos,Depressed,6,neutral,others
" los ayudas cuando te necesitan, pero cuando los necesitas, ¿dónde están?",Depressed,11,negative,others
 no me extrañes cuando me vaya porque nunca lo haces cuando no me,Depressed,13,negative,others
 la forma en que me siento ahora mismo podría estar muerto,Depressed,11,negative,sadness
 estoy tan cansada pero no puedo dormir,Depressed,7,negative,others
 la mayoría de las cosas son más fáciles de decir que de hacer,Depressed,13,neutral,others
" Me siento tan sofocado en casa y, sin embargo, es donde me siento más seguro.",Depressed,15,neutral,sadness
 todos morimos solos de todos modos,Depressed,6,negative,sadness
 miro a todos a mi alrededor y constantemente me comparo con ellos pierdo cada vez,Depressed,15,neutral,sadness
" si piensas por un segundo que les importa, no les importa",Depressed,11,neutral,others
 tengo que sentir el dolor para sentirme vivo,Depressed,8,negative,sadness
 llora en silencio y nadie nota nada,Depressed,7,neutral,others
 el dolor que siento me mantiene vivo,Depressed,7,negative,sadness
 Ya no miro a ambos lados cuando cruzo la calle.,Depressed,10,neutral,others
 no soy una prioridad desde el principio,Depressed,7,neutral,others
 solo aleja a todos porque eventualmente te dejarán de todos modos,Depressed,11,neutral,others
 crees que estoy bien pero no lo estoy,Depressed,8,neutral,others
 siéntate solo deja que los pensamientos fluyan a través de mi cabeza como una corriente interminable,Depressed,16,neutral,others
